pq_id,passage,question,answer,start_char
5:106-108_202,يا أيها الذين آمنوا شهادة بينكم إذا حضر أحدكم الموت حين الوصية اثنان ذوا عدل منكم أو آخران من غيركم إن أنتم ضربتم في الأرض فأصابتكم مصيبة الموت تحبسونهما من بعد الصلاة فيقسمان بالله إن ارتبتم لا نشتري به ثمنا ولو كان ذا قربى ولا نكتم شهادة الله إنا إذا لمن الآثمين. فإن عثر على أنهما استحقا إثما فآخران يقومان مقامهما من الذين استحق عليهم الأوليان فيقسمان بالله لشهادتنا أحق من شهادتهما وما اعتدينا إنا إذا لمن الظالمين. ذلك أدنى أن يأتوا بالشهادة على وجهها أو يخافوا أن ترد أيمان بعد أيمانهم واتقوا الله واسمعوا والله لا يهدي القوم الفاسقين.,ما هي الآيات التي تتحدث عن موضوع الوصية في سورة المائدة؟,فإن عثر على أنهما استحقا إثما فآخران يقومان مقامهما من الذين استحق عليهم الأوليان فيقسمان بالله لشهادتنا أحق من شهادتهما وما اعتدينا إنا إذا لمن الظالمين,266
5:106-108_202,يا أيها الذين آمنوا شهادة بينكم إذا حضر أحدكم الموت حين الوصية اثنان ذوا عدل منكم أو آخران من غيركم إن أنتم ضربتم في الأرض فأصابتكم مصيبة الموت تحبسونهما من بعد الصلاة فيقسمان بالله إن ارتبتم لا نشتري به ثمنا ولو كان ذا قربى ولا نكتم شهادة الله إنا إذا لمن الآثمين. فإن عثر على أنهما استحقا إثما فآخران يقومان مقامهما من الذين استحق عليهم الأوليان فيقسمان بالله لشهادتنا أحق من شهادتهما وما اعتدينا إنا إذا لمن الظالمين. ذلك أدنى أن يأتوا بالشهادة على وجهها أو يخافوا أن ترد أيمان بعد أيمانهم واتقوا الله واسمعوا والله لا يهدي القوم الفاسقين.,ما هي الآيات التي تتحدث عن موضوع الوصية في سورة المائدة؟,ذلك أدنى أن يأتوا بالشهادة على وجهها أو يخافوا أن ترد أيمان بعد أيمانهم,421
6:80-86_204,وحاجه قومه قال أتحاجوني في الله وقد هدان ولا أخاف ما تشركون به إلا أن يشاء ربي شيئا وسع ربي كل شيء علما أفلا تتذكرون. وكيف أخاف ما أشركتم ولا تخافون أنكم أشركتم بالله ما لم ينزل به عليكم سلطانا فأي الفريقين أحق بالأمن إن كنتم تعلمون. الذين آمنوا ولم يلبسوا إيمانهم بظلم أولئك لهم الأمن وهم مهتدون. وتلك حجتنا آتيناها إبراهيم على قومه نرفع درجات من نشاء إن ربك حكيم عليم. ووهبنا له إسحاق ويعقوب كلا هدينا ونوحا هدينا من قبل ومن ذريته داوود وسليمان وأيوب ويوسف وموسى وهارون وكذلك نجزي المحسنين. وزكريا ويحيى وعيسى وإلياس كل من الصالحين. وإسماعيل واليسع ويونس ولوطا وكلا فضلنا على العالمين.,من هم أبناء سيدنا ابراهيم عليه السلام؟,إسحاق,381
6:80-86_204,وحاجه قومه قال أتحاجوني في الله وقد هدان ولا أخاف ما تشركون به إلا أن يشاء ربي شيئا وسع ربي كل شيء علما أفلا تتذكرون. وكيف أخاف ما أشركتم ولا تخافون أنكم أشركتم بالله ما لم ينزل به عليكم سلطانا فأي الفريقين أحق بالأمن إن كنتم تعلمون. الذين آمنوا ولم يلبسوا إيمانهم بظلم أولئك لهم الأمن وهم مهتدون. وتلك حجتنا آتيناها إبراهيم على قومه نرفع درجات من نشاء إن ربك حكيم عليم. ووهبنا له إسحاق ويعقوب كلا هدينا ونوحا هدينا من قبل ومن ذريته داوود وسليمان وأيوب ويوسف وموسى وهارون وكذلك نجزي المحسنين. وزكريا ويحيى وعيسى وإلياس كل من الصالحين. وإسماعيل واليسع ويونس ولوطا وكلا فضلنا على العالمين.,من هم أبناء سيدنا ابراهيم عليه السلام؟,إسماعيل,536
11:69-76_204,ولقد جاءت رسلنا إبراهيم بالبشرى قالوا سلاما قال سلام فما لبث أن جاء بعجل حنيذ. فلما رأى أيديهم لا تصل إليه نكرهم وأوجس منهم خيفة قالوا لا تخف إنا أرسلنا إلى قوم لوط. وامرأته قائمة فضحكت فبشرناها بإسحاق ومن وراء إسحاق يعقوب. قالت يا ويلتى أألد وأنا عجوز وهذا بعلي شيخا إن هذا لشيء عجيب. قالوا أتعجبين من أمر الله رحمت الله وبركاته عليكم أهل البيت إنه حميد مجيد. فلما ذهب عن إبراهيم الروع وجاءته البشرى يجادلنا في قوم لوط. إن إبراهيم لحليم أواه منيب. يا إبراهيم أعرض عن هذا إنه قد جاء أمر ربك وإنهم آتيهم عذاب غير مردود.,من هم أبناء سيدنا ابراهيم عليه السلام؟,إسحاق,196
14:35-41_204,وإذ قال إبراهيم رب اجعل هذا البلد آمنا واجنبني وبني أن نعبد الأصنام. رب إنهن أضللن كثيرا من الناس فمن تبعني فإنه مني ومن عصاني فإنك غفور رحيم. ربنا إني أسكنت من ذريتي بواد غير ذي زرع عند بيتك المحرم ربنا ليقيموا الصلاة فاجعل أفئدة من الناس تهوي إليهم وارزقهم من الثمرات لعلهم يشكرون. ربنا إنك تعلم ما نخفي وما نعلن وما يخفى على الله من شيء في الأرض ولا في السماء. الحمد لله الذي وهب لي على الكبر إسماعيل وإسحاق إن ربي لسميع الدعاء. رب اجعلني مقيم الصلاة ومن ذريتي ربنا وتقبل دعاء. ربنا اغفر لي ولوالدي وللمؤمنين يوم يقوم الحساب.,من هم أبناء سيدنا ابراهيم عليه السلام؟,إسماعيل,396
14:35-41_204,وإذ قال إبراهيم رب اجعل هذا البلد آمنا واجنبني وبني أن نعبد الأصنام. رب إنهن أضللن كثيرا من الناس فمن تبعني فإنه مني ومن عصاني فإنك غفور رحيم. ربنا إني أسكنت من ذريتي بواد غير ذي زرع عند بيتك المحرم ربنا ليقيموا الصلاة فاجعل أفئدة من الناس تهوي إليهم وارزقهم من الثمرات لعلهم يشكرون. ربنا إنك تعلم ما نخفي وما نعلن وما يخفى على الله من شيء في الأرض ولا في السماء. الحمد لله الذي وهب لي على الكبر إسماعيل وإسحاق إن ربي لسميع الدعاء. رب اجعلني مقيم الصلاة ومن ذريتي ربنا وتقبل دعاء. ربنا اغفر لي ولوالدي وللمؤمنين يوم يقوم الحساب.,من هم أبناء سيدنا ابراهيم عليه السلام؟,إسحاق,405
19:41-51_204,واذكر في الكتاب إبراهيم إنه كان صديقا نبيا. إذ قال لأبيه يا أبت لم تعبد ما لا يسمع ولا يبصر ولا يغني عنك شيئا. يا أبت إني قد جاءني من العلم ما لم يأتك فاتبعني أهدك صراطا سويا. يا أبت لا تعبد الشيطان إن الشيطان كان للرحمن عصيا. يا أبت إني أخاف أن يمسك عذاب من الرحمن فتكون للشيطان وليا. قال أراغب أنت عن آلهتي يا إبراهيم لئن لم تنته لأرجمنك واهجرني مليا. قال سلام عليك سأستغفر لك ربي إنه كان بي حفيا. وأعتزلكم وما تدعون من دون الله وأدعو ربي عسى ألا أكون بدعاء ربي شقيا. فلما اعتزلهم وما يعبدون من دون الله وهبنا له إسحاق ويعقوب وكلا جعلنا نبيا. ووهبنا لهم من رحمتنا وجعلنا لهم لسان صدق عليا. واذكر في الكتاب موسى إنه كان مخلصا وكان رسولا نبيا.,من هم أبناء سيدنا ابراهيم عليه السلام؟,إسحاق ويعقوب,515
37:99-113_204,وقال إني ذاهب إلى ربي سيهدين. رب هب لي من الصالحين. فبشرناه بغلام حليم. فلما بلغ معه السعي قال يا بني إني أرى في المنام أني أذبحك فانظر ماذا ترى قال يا أبت افعل ما تؤمر ستجدني إن شاء الله من الصابرين. فلما أسلما وتله للجبين. وناديناه أن يا إبراهيم. قد صدقت الرؤيا إنا كذلك نجزي المحسنين. إن هذا لهو البلاء المبين. وفديناه بذبح عظيم. وتركنا عليه في الآخرين. سلام على إبراهيم. كذلك نجزي المحسنين. إنه من عبادنا المؤمنين. وبشرناه بإسحاق نبيا من الصالحين. وباركنا عليه وعلى إسحاق ومن ذريتهما محسن وظالم لنفسه مبين.,من هم أبناء سيدنا ابراهيم عليه السلام؟,إسحاق,428
6:84-90_371,ووهبنا له إسحاق ويعقوب كلا هدينا ونوحا هدينا من قبل ومن ذريته داوود وسليمان وأيوب ويوسف وموسى وهارون وكذلك نجزي المحسنين. وزكريا ويحيى وعيسى وإلياس كل من الصالحين. وإسماعيل واليسع ويونس ولوطا وكلا فضلنا على العالمين. ومن آبائهم وذرياتهم وإخوانهم واجتبيناهم وهديناهم إلى صراط مستقيم. ذلك هدى الله يهدي به من يشاء من عباده ولو أشركوا لحبط عنهم ما كانوا يعملون. أولئك الذين آتيناهم الكتاب والحكم والنبوة فإن يكفر بها هؤلاء فقد وكلنا بها قوما ليسوا بها بكافرين. أولئك الذين هدى الله فبهداهم اقتده قل لا أسألكم عليه أجرا إن هو إلا ذكرى للعالمين.,هل كان سيدنا يوسف عليه السلام رسولا أم نبيا؟,أولئك الذين آتيناهم الكتاب والحكم والنبوة,359
40:34-35_371,ولقد جاءكم يوسف من قبل بالبينات فما زلتم في شك مما جاءكم به حتى إذا هلك قلتم لن يبعث الله من بعده رسولا كذلك يضل الله من هو مسرف مرتاب. الذين يجادلون في آيات الله بغير سلطان أتاهم كبر مقتا عند الله وعند الذين آمنوا كذلك يطبع الله على كل قلب متكبر جبار.,هل كان سيدنا يوسف عليه السلام رسولا أم نبيا؟,رسولا,98
6:125-127_405,فمن يرد الله أن يهديه يشرح صدره للإسلام ومن يرد أن يضله يجعل صدره ضيقا حرجا كأنما يصعد في السماء كذلك يجعل الله الرجس على الذين لا يؤمنون. وهذا صراط ربك مستقيما قد فصلنا الآيات لقوم يذكرون. لهم دار السلام عند ربهم وهو وليهم بما كانوا يعملون.,هل أشار القرآن الى نقص الأكسجين في المرتفعات؟,من يرد الله أن يهديه يشرح صدره للإسلام ومن يرد أن يضله يجعل صدره ضيقا حرجا كأنما يصعد في السماء,1
7:54-56_152,إن ربكم الله الذي خلق السماوات والأرض في ستة أيام ثم استوى على العرش يغشي الليل النهار يطلبه حثيثا والشمس والقمر والنجوم مسخرات بأمره ألا له الخلق والأمر تبارك الله رب العالمين. ادعوا ربكم تضرعا وخفية إنه لا يحب المعتدين. ولا تفسدوا في الأرض بعد إصلاحها وادعوه خوفا وطمعا إن رحمت الله قريب من المحسنين.,في كم يوم خلق الله الكون؟,ستة أيام,41
10:3-6_152,إن ربكم الله الذي خلق السماوات والأرض في ستة أيام ثم استوى على العرش يدبر الأمر ما من شفيع إلا من بعد إذنه ذلكم الله ربكم فاعبدوه أفلا تذكرون. إليه مرجعكم جميعا وعد الله حقا إنه يبدأ الخلق ثم يعيده ليجزي الذين آمنوا وعملوا الصالحات بالقسط والذين كفروا لهم شراب من حميم وعذاب أليم بما كانوا يكفرون. هو الذي جعل الشمس ضياء والقمر نورا وقدره منازل لتعلموا عدد السنين والحساب ما خلق الله ذلك إلا بالحق يفصل الآيات لقوم يعلمون. إن في اختلاف الليل والنهار وما خلق الله في السماوات والأرض لآيات لقوم يتقون.,في كم يوم خلق الله الكون؟,ستة أيام,41
11:6-7_152,وما من دابة في الأرض إلا على الله رزقها ويعلم مستقرها ومستودعها كل في كتاب مبين. وهو الذي خلق السماوات والأرض في ستة أيام وكان عرشه على الماء ليبلوكم أيكم أحسن عملا ولئن قلت إنكم مبعوثون من بعد الموت ليقولن الذين كفروا إن هذا إلا سحر مبين.,في كم يوم خلق الله الكون؟,ستة أيام,113
25:56-62_152,وما أرسلناك إلا مبشرا ونذيرا. قل ما أسألكم عليه من أجر إلا من شاء أن يتخذ إلى ربه سبيلا. وتوكل على الحي الذي لا يموت وسبح بحمده وكفى به بذنوب عباده خبيرا. الذي خلق السماوات والأرض وما بينهما في ستة أيام ثم استوى على العرش الرحمن فاسأل به خبيرا. وإذا قيل لهم اسجدوا للرحمن قالوا وما الرحمن أنسجد لما تأمرنا وزادهم نفورا. تبارك الذي جعل في السماء بروجا وجعل فيها سراجا وقمرا منيرا. وهو الذي جعل الليل والنهار خلفة لمن أراد أن يذكر أو أراد شكورا.,في كم يوم خلق الله الكون؟,ستة أيام,194
32:4-9_152,الله الذي خلق السماوات والأرض وما بينهما في ستة أيام ثم استوى على العرش ما لكم من دونه من ولي ولا شفيع أفلا تتذكرون. يدبر الأمر من السماء إلى الأرض ثم يعرج إليه في يوم كان مقداره ألف سنة مما تعدون. ذلك عالم الغيب والشهادة العزيز الرحيم. الذي أحسن كل شيء خلقه وبدأ خلق الإنسان من طين. ثم جعل نسله من سلالة من ماء مهين. ثم سواه ونفخ فيه من روحه وجعل لكم السمع والأبصار والأفئدة قليلا ما تشكرون.,في كم يوم خلق الله الكون؟,ستة أيام,44
41:9-12_152,قل أئنكم لتكفرون بالذي خلق الأرض في يومين وتجعلون له أندادا ذلك رب العالمين. وجعل فيها رواسي من فوقها وبارك فيها وقدر فيها أقواتها في أربعة أيام سواء للسائلين. ثم استوى إلى السماء وهي دخان فقال لها وللأرض ائتيا طوعا أو كرها قالتا أتينا طائعين. فقضاهن سبع سماوات في يومين وأوحى في كل سماء أمرها وزينا السماء الدنيا بمصابيح وحفظا ذلك تقدير العزيز العليم.,في كم يوم خلق الله الكون؟,قل أئنكم لتكفرون بالذي خلق الأرض في يومين وتجعلون له أندادا ذلك رب العالمين. وجعل فيها رواسي من فوقها وبارك فيها وقدر فيها أقواتها في أربعة أيام سواء للسائلين. ثم استوى إلى السماء وهي دخان فقال لها وللأرض ائتيا طوعا أو كرها قالتا أتينا طائعين. فقضاهن سبع سماوات في يومين وأوحى في كل سماء أمرها,0
50:36-45_152,وكم أهلكنا قبلهم من قرن هم أشد منهم بطشا فنقبوا في البلاد هل من محيص. إن في ذلك لذكرى لمن كان له قلب أو ألقى السمع وهو شهيد. ولقد خلقنا السماوات والأرض وما بينهما في ستة أيام وما مسنا من لغوب. فاصبر على ما يقولون وسبح بحمد ربك قبل طلوع الشمس وقبل الغروب. ومن الليل فسبحه وأدبار السجود. واستمع يوم يناد المناد من مكان قريب. يوم يسمعون الصيحة بالحق ذلك يوم الخروج. إنا نحن نحيي ونميت وإلينا المصير. يوم تشقق الأرض عنهم سراعا ذلك حشر علينا يسير. نحن أعلم بما يقولون وما أنت عليهم بجبار فذكر بالقرآن من يخاف وعيد.,في كم يوم خلق الله الكون؟,ستة أيام,166
57:1-6_152,سبح لله ما في السماوات والأرض وهو العزيز الحكيم. له ملك السماوات والأرض يحيي ويميت وهو على كل شيء قدير. هو الأول والآخر والظاهر والباطن وهو بكل شيء عليم. هو الذي خلق السماوات والأرض في ستة أيام ثم استوى على العرش يعلم ما يلج في الأرض وما يخرج منها وما ينزل من السماء وما يعرج فيها وهو معكم أين ما كنتم والله بما تعملون بصير. له ملك السماوات والأرض وإلى الله ترجع الأمور. يولج الليل في النهار ويولج النهار في الليل وهو عليم بذات الصدور.,في كم يوم خلق الله الكون؟,ستة أيام,185
7:73-79_115,وإلى ثمود أخاهم صالحا قال يا قوم اعبدوا الله ما لكم من إله غيره قد جاءتكم بينة من ربكم هذه ناقة الله لكم آية فذروها تأكل في أرض الله ولا تمسوها بسوء فيأخذكم عذاب أليم. واذكروا إذ جعلكم خلفاء من بعد عاد وبوأكم في الأرض تتخذون من سهولها قصورا وتنحتون الجبال بيوتا فاذكروا آلاء الله ولا تعثوا في الأرض مفسدين. قال الملأ الذين استكبروا من قومه للذين استضعفوا لمن آمن منهم أتعلمون أن صالحا مرسل من ربه قالوا إنا بما أرسل به مؤمنون. قال الذين استكبروا إنا بالذي آمنتم به كافرون. فعقروا الناقة وعتوا عن أمر ربهم وقالوا يا صالح ائتنا بما تعدنا إن كنت من المرسلين. فأخذتهم الرجفة فأصبحوا في دارهم جاثمين. فتولى عنهم وقال يا قوم لقد أبلغتكم رسالة ربي ونصحت لكم ولكن لا تحبون الناصحين.,من هم الذين عقروا الناقة؟,الذين استكبروا,431
7:73-79_115,وإلى ثمود أخاهم صالحا قال يا قوم اعبدوا الله ما لكم من إله غيره قد جاءتكم بينة من ربكم هذه ناقة الله لكم آية فذروها تأكل في أرض الله ولا تمسوها بسوء فيأخذكم عذاب أليم. واذكروا إذ جعلكم خلفاء من بعد عاد وبوأكم في الأرض تتخذون من سهولها قصورا وتنحتون الجبال بيوتا فاذكروا آلاء الله ولا تعثوا في الأرض مفسدين. قال الملأ الذين استكبروا من قومه للذين استضعفوا لمن آمن منهم أتعلمون أن صالحا مرسل من ربه قالوا إنا بما أرسل به مؤمنون. قال الذين استكبروا إنا بالذي آمنتم به كافرون. فعقروا الناقة وعتوا عن أمر ربهم وقالوا يا صالح ائتنا بما تعدنا إن كنت من المرسلين. فأخذتهم الرجفة فأصبحوا في دارهم جاثمين. فتولى عنهم وقال يا قوم لقد أبلغتكم رسالة ربي ونصحت لكم ولكن لا تحبون الناصحين.,من هم الذين عقروا الناقة؟,قال الذين استكبروا إنا بالذي آمنتم به كافرون. فعقروا الناقة وعتوا عن أمر ربهم وقالوا يا صالح ائتنا بما تعدنا إن كنت من المرسلين,427
11:61-68_115,وإلى ثمود أخاهم صالحا قال يا قوم اعبدوا الله ما لكم من إله غيره هو أنشأكم من الأرض واستعمركم فيها فاستغفروه ثم توبوا إليه إن ربي قريب مجيب. قالوا يا صالح قد كنت فينا مرجوا قبل هذا أتنهانا أن نعبد ما يعبد آباؤنا وإننا لفي شك مما تدعونا إليه مريب. قال يا قوم أرأيتم إن كنت على بينة من ربي وآتاني منه رحمة فمن ينصرني من الله إن عصيته فما تزيدونني غير تخسير. ويا قوم هذه ناقة الله لكم آية فذروها تأكل في أرض الله ولا تمسوها بسوء فيأخذكم عذاب قريب. فعقروها فقال تمتعوا في داركم ثلاثة أيام ذلك وعد غير مكذوب. فلما جاء أمرنا نجينا صالحا والذين آمنوا معه برحمة منا ومن خزي يومئذ إن ربك هو القوي العزيز. وأخذ الذين ظلموا الصيحة فأصبحوا في ديارهم جاثمين. كأن لم يغنوا فيها ألا إن ثمود كفروا ربهم ألا بعدا لثمود.,من هم الذين عقروا الناقة؟,قالوا يا صالح قد كنت فينا مرجوا قبل هذا أتنهانا أن نعبد ما يعبد آباؤنا وإننا لفي شك مما تدعونا إليه مريب. قال يا قوم أرأيتم إن كنت على بينة من ربي وآتاني منه رحمة فمن ينصرني من الله إن عصيته فما تزيدونني غير تخسير,140
17:59-60_115,وما منعنا أن نرسل بالآيات إلا أن كذب بها الأولون وآتينا ثمود الناقة مبصرة فظلموا بها وما نرسل بالآيات إلا تخويفا. وإذ قلنا لك إن ربك أحاط بالناس وما جعلنا الرؤيا التي أريناك إلا فتنة للناس والشجرة الملعونة في القرآن ونخوفهم فما يزيدهم إلا طغيانا كبيرا.,من هم الذين عقروا الناقة؟,ثمود,56
54:23-32_115,كذبت ثمود بالنذر. فقالوا أبشرا منا واحدا نتبعه إنا إذا لفي ضلال وسعر. أألقي الذكر عليه من بيننا بل هو كذاب أشر. سيعلمون غدا من الكذاب الأشر. إنا مرسلو الناقة فتنة لهم فارتقبهم واصطبر. ونبئهم أن الماء قسمة بينهم كل شرب محتضر. فنادوا صاحبهم فتعاطى فعقر. فكيف كان عذابي ونذر. إنا أرسلنا عليهم صيحة واحدة فكانوا كهشيم المحتظر. ولقد يسرنا القرآن للذكر فهل من مدكر.,من هم الذين عقروا الناقة؟,ثمود,5
91:1-15_115,والشمس وضحاها. والقمر إذا تلاها. والنهار إذا جلاها. والليل إذا يغشاها. والسماء وما بناها. والأرض وما طحاها. ونفس وما سواها. فألهمها فجورها وتقواها. قد أفلح من زكاها. وقد خاب من دساها. كذبت ثمود بطغواها. إذ انبعث أشقاها. فقال لهم رسول الله ناقة الله وسقياها. فكذبوه فعقروها فدمدم عليهم ربهم بذنبهم فسواها. ولا يخاف عقباها.,من هم الذين عقروا الناقة؟,ثمود,189
7:73-79_225,وإلى ثمود أخاهم صالحا قال يا قوم اعبدوا الله ما لكم من إله غيره قد جاءتكم بينة من ربكم هذه ناقة الله لكم آية فذروها تأكل في أرض الله ولا تمسوها بسوء فيأخذكم عذاب أليم. واذكروا إذ جعلكم خلفاء من بعد عاد وبوأكم في الأرض تتخذون من سهولها قصورا وتنحتون الجبال بيوتا فاذكروا آلاء الله ولا تعثوا في الأرض مفسدين. قال الملأ الذين استكبروا من قومه للذين استضعفوا لمن آمن منهم أتعلمون أن صالحا مرسل من ربه قالوا إنا بما أرسل به مؤمنون. قال الذين استكبروا إنا بالذي آمنتم به كافرون. فعقروا الناقة وعتوا عن أمر ربهم وقالوا يا صالح ائتنا بما تعدنا إن كنت من المرسلين. فأخذتهم الرجفة فأصبحوا في دارهم جاثمين. فتولى عنهم وقال يا قوم لقد أبلغتكم رسالة ربي ونصحت لكم ولكن لا تحبون الناصحين.,لماذا جعل الله معجزة سيدنا صالح الناقة؟,قد جاءتكم بينة من ربكم هذه ناقة الله لكم آية فذروها تأكل في أرض الله ولا تمسوها بسوء فيأخذكم عذاب أليم,64
11:61-68_225,وإلى ثمود أخاهم صالحا قال يا قوم اعبدوا الله ما لكم من إله غيره هو أنشأكم من الأرض واستعمركم فيها فاستغفروه ثم توبوا إليه إن ربي قريب مجيب. قالوا يا صالح قد كنت فينا مرجوا قبل هذا أتنهانا أن نعبد ما يعبد آباؤنا وإننا لفي شك مما تدعونا إليه مريب. قال يا قوم أرأيتم إن كنت على بينة من ربي وآتاني منه رحمة فمن ينصرني من الله إن عصيته فما تزيدونني غير تخسير. ويا قوم هذه ناقة الله لكم آية فذروها تأكل في أرض الله ولا تمسوها بسوء فيأخذكم عذاب قريب. فعقروها فقال تمتعوا في داركم ثلاثة أيام ذلك وعد غير مكذوب. فلما جاء أمرنا نجينا صالحا والذين آمنوا معه برحمة منا ومن خزي يومئذ إن ربك هو القوي العزيز. وأخذ الذين ظلموا الصيحة فأصبحوا في ديارهم جاثمين. كأن لم يغنوا فيها ألا إن ثمود كفروا ربهم ألا بعدا لثمود.,لماذا جعل الله معجزة سيدنا صالح الناقة؟,قالوا يا صالح قد كنت فينا مرجوا قبل هذا أتنهانا أن نعبد ما يعبد آباؤنا وإننا لفي شك مما تدعونا إليه مريب,140
17:59-60_225,وما منعنا أن نرسل بالآيات إلا أن كذب بها الأولون وآتينا ثمود الناقة مبصرة فظلموا بها وما نرسل بالآيات إلا تخويفا. وإذ قلنا لك إن ربك أحاط بالناس وما جعلنا الرؤيا التي أريناك إلا فتنة للناس والشجرة الملعونة في القرآن ونخوفهم فما يزيدهم إلا طغيانا كبيرا.,لماذا جعل الله معجزة سيدنا صالح الناقة؟,ما نرسل بالآيات إلا تخويفا,86
54:23-32_225,كذبت ثمود بالنذر. فقالوا أبشرا منا واحدا نتبعه إنا إذا لفي ضلال وسعر. أألقي الذكر عليه من بيننا بل هو كذاب أشر. سيعلمون غدا من الكذاب الأشر. إنا مرسلو الناقة فتنة لهم فارتقبهم واصطبر. ونبئهم أن الماء قسمة بينهم كل شرب محتضر. فنادوا صاحبهم فتعاطى فعقر. فكيف كان عذابي ونذر. إنا أرسلنا عليهم صيحة واحدة فكانوا كهشيم المحتظر. ولقد يسرنا القرآن للذكر فهل من مدكر.,لماذا جعل الله معجزة سيدنا صالح الناقة؟,إنا مرسلو الناقة فتنة لهم فارتقبهم واصطبر,141
7:80-84_397,ولوطا إذ قال لقومه أتأتون الفاحشة ما سبقكم بها من أحد من العالمين. إنكم لتأتون الرجال شهوة من دون النساء بل أنتم قوم مسرفون. وما كان جواب قومه إلا أن قالوا أخرجوهم من قريتكم إنهم أناس يتطهرون. فأنجيناه وأهله إلا امرأته كانت من الغابرين. وأمطرنا عليهم مطرا فانظر كيف كان عاقبة المجرمين.,ما هو موقف القرآن من المثلية الجنسية؟,إنكم لتأتون الرجال شهوة من دون النساء بل أنتم قوم مسرفون,67
26:160-175_397,كذبت قوم لوط المرسلين. إذ قال لهم أخوهم لوط ألا تتقون. إني لكم رسول أمين. فاتقوا الله وأطيعون. وما أسألكم عليه من أجر إن أجري إلا على رب العالمين. أتأتون الذكران من العالمين. وتذرون ما خلق لكم ربكم من أزواجكم بل أنتم قوم عادون. قالوا لئن لم تنته يا لوط لتكونن من المخرجين. قال إني لعملكم من القالين. رب نجني وأهلي مما يعملون. فنجيناه وأهله أجمعين. إلا عجوزا في الغابرين. ثم دمرنا الآخرين. وأمطرنا عليهم مطرا فساء مطر المنذرين. إن في ذلك لآية وما كان أكثرهم مؤمنين. وإن ربك لهو العزيز الرحيم.,ما هو موقف القرآن من المثلية الجنسية؟,أتأتون الذكران من العالمين. وتذرون ما خلق لكم ربكم من أزواجكم بل أنتم قوم عادون,147
27:54-58_397,ولوطا إذ قال لقومه أتأتون الفاحشة وأنتم تبصرون. أئنكم لتأتون الرجال شهوة من دون النساء بل أنتم قوم تجهلون. فما كان جواب قومه إلا أن قالوا أخرجوا آل لوط من قريتكم إنهم أناس يتطهرون. فأنجيناه وأهله إلا امرأته قدرناها من الغابرين. وأمطرنا عليهم مطرا فساء مطر المنذرين.,ما هو موقف القرآن من المثلية الجنسية؟,لوطا إذ قال لقومه أتأتون الفاحشة وأنتم تبصرون. أئنكم لتأتون الرجال شهوة من دون النساء بل أنتم قوم تجهلون. فما كان جواب قومه إلا أن قالوا أخرجوا آل لوط من قريتكم إنهم أناس يتطهرون. فأنجيناه وأهله إلا امرأته قدرناها من الغابرين. وأمطرنا عليهم مطرا فساء مطر المنذرين,1
29:28-35_397,ولوطا إذ قال لقومه إنكم لتأتون الفاحشة ما سبقكم بها من أحد من العالمين. أئنكم لتأتون الرجال وتقطعون السبيل وتأتون في ناديكم المنكر فما كان جواب قومه إلا أن قالوا ائتنا بعذاب الله إن كنت من الصادقين. قال رب انصرني على القوم المفسدين. ولما جاءت رسلنا إبراهيم بالبشرى قالوا إنا مهلكو أهل هذه القرية إن أهلها كانوا ظالمين. قال إن فيها لوطا قالوا نحن أعلم بمن فيها لننجينه وأهله إلا امرأته كانت من الغابرين. ولما أن جاءت رسلنا لوطا سيء بهم وضاق بهم ذرعا وقالوا لا تخف ولا تحزن إنا منجوك وأهلك إلا امرأتك كانت من الغابرين. إنا منزلون على أهل هذه القرية رجزا من السماء بما كانوا يفسقون. ولقد تركنا منها آية بينة لقوم يعقلون.,ما هو موقف القرآن من المثلية الجنسية؟,لوطا إذ قال لقومه إنكم لتأتون الفاحشة ما سبقكم بها من أحد من العالمين. أئنكم لتأتون الرجال,1
54:33-42_397,كذبت قوم لوط بالنذر. إنا أرسلنا عليهم حاصبا إلا آل لوط نجيناهم بسحر. نعمة من عندنا كذلك نجزي من شكر. ولقد أنذرهم بطشتنا فتماروا بالنذر. ولقد راودوه عن ضيفه فطمسنا أعينهم فذوقوا عذابي ونذر. ولقد صبحهم بكرة عذاب مستقر. فذوقوا عذابي ونذر. ولقد يسرنا القرآن للذكر فهل من مدكر. ولقد جاء آل فرعون النذر. كذبوا بآياتنا كلها فأخذناهم أخذ عزيز مقتدر.,ما هو موقف القرآن من المثلية الجنسية؟,كذبت قوم لوط بالنذر. إنا أرسلنا عليهم حاصبا إلا آل لوط نجيناهم بسحر. نعمة من عندنا كذلك نجزي من شكر. ولقد أنذرهم بطشتنا فتماروا بالنذر. ولقد راودوه عن ضيفه فطمسنا أعينهم فذوقوا عذابي ونذر,0
54:33-42_397,كذبت قوم لوط بالنذر. إنا أرسلنا عليهم حاصبا إلا آل لوط نجيناهم بسحر. نعمة من عندنا كذلك نجزي من شكر. ولقد أنذرهم بطشتنا فتماروا بالنذر. ولقد راودوه عن ضيفه فطمسنا أعينهم فذوقوا عذابي ونذر. ولقد صبحهم بكرة عذاب مستقر. فذوقوا عذابي ونذر. ولقد يسرنا القرآن للذكر فهل من مدكر. ولقد جاء آل فرعون النذر. كذبوا بآياتنا كلها فأخذناهم أخذ عزيز مقتدر.,ما هو موقف القرآن من المثلية الجنسية؟,لقد راودوه عن ضيفه فطمسنا أعينهم فذوقوا عذابي ونذر,137
